file_name,category,source_no,input_img,output_text
Invoice_marked_dsp_mock_dsp_po_050_png_4_4.png,dsp,050,cut imgs/Invoice_marked_dsp_mock_dsp_po_050_png_4_4.png,1
Invoice_marked_dsp_mock_dsp_po_051_png_2_4.png,dsp,051,cut imgs/Invoice_marked_dsp_mock_dsp_po_051_png_2_4.png,11
Invoice_marked_dsp_mock_dsp_po_051_png_3_4.png,dsp,051,cut imgs/Invoice_marked_dsp_mock_dsp_po_051_png_3_4.png,20
Invoice_marked_dsp_mock_dsp_po_052_png_4_4.png,dsp,052,cut imgs/Invoice_marked_dsp_mock_dsp_po_052_png_4_4.png,0
Invoice_marked_dsp_mock_dsp_po_053_png_4_4.png,dsp,053,cut imgs/Invoice_marked_dsp_mock_dsp_po_053_png_4_4.png,0
Invoice_marked_dsp_mock_dsp_po_053_png_6_4.png,dsp,053,cut imgs/Invoice_marked_dsp_mock_dsp_po_053_png_6_4.png,0
Invoice_marked_dsp_mock_dsp_po_054_png_3_4.png,dsp,054,cut imgs/Invoice_marked_dsp_mock_dsp_po_054_png_3_4.png,2
Invoice_marked_dsp_mock_dsp_po_054_png_5_4.png,dsp,054,cut imgs/Invoice_marked_dsp_mock_dsp_po_054_png_5_4.png,4
Invoice_marked_dsp_mock_dsp_po_054_png_7_4.png,dsp,054,cut imgs/Invoice_marked_dsp_mock_dsp_po_054_png_7_4.png,2
Invoice_marked_dsp_mock_dsp_po_055_png_5_4.png,dsp,055,cut imgs/Invoice_marked_dsp_mock_dsp_po_055_png_5_4.png,2
Invoice_marked_dsp_mock_dsp_po_055_png_6_4.png,dsp,055,cut imgs/Invoice_marked_dsp_mock_dsp_po_055_png_6_4.png,17
Invoice_marked_dsp_mock_dsp_po_056_png_0_4.png,dsp,056,cut imgs/Invoice_marked_dsp_mock_dsp_po_056_png_0_4.png,9
Invoice_marked_dsp_mock_dsp_po_057_png_0_4.png,dsp,057,cut imgs/Invoice_marked_dsp_mock_dsp_po_057_png_0_4.png,0
Invoice_marked_dsp_mock_dsp_po_058_png_1_4.png,dsp,058,cut imgs/Invoice_marked_dsp_mock_dsp_po_058_png_1_4.png,0
Invoice_marked_dsp_mock_dsp_po_058_png_1_5.png,dsp,058,cut imgs/Invoice_marked_dsp_mock_dsp_po_058_png_1_5.png,8.10
Invoice_marked_dsp_mock_dsp_po_059_png_0_4.png,dsp,059,cut imgs/Invoice_marked_dsp_mock_dsp_po_059_png_0_4.png,1
Invoice_marked_dsp_mock_dsp_po_059_png_2_4.png,dsp,059,cut imgs/Invoice_marked_dsp_mock_dsp_po_059_png_2_4.png,1
Invoice_marked_dsp_mock_dsp_po_059_png_3_4.png,dsp,059,cut imgs/Invoice_marked_dsp_mock_dsp_po_059_png_3_4.png,16
Invoice_marked_dsp_mock_dsp_po_060_png_1_4.png,dsp,060,cut imgs/Invoice_marked_dsp_mock_dsp_po_060_png_1_4.png,4
Invoice_marked_dsp_mock_dsp_po_060_png_1_5.png,dsp,060,cut imgs/Invoice_marked_dsp_mock_dsp_po_060_png_1_5.png,8.10
Invoice_marked_dsp_mock_dsp_po_061_png_0_4.png,dsp,061,cut imgs/Invoice_marked_dsp_mock_dsp_po_061_png_0_4.png,0
Invoice_marked_dsp_mock_dsp_po_061_png_2_4.png,dsp,061,cut imgs/Invoice_marked_dsp_mock_dsp_po_061_png_2_4.png,4
Invoice_marked_dsp_mock_dsp_po_061_png_3_4.png,dsp,061,cut imgs/Invoice_marked_dsp_mock_dsp_po_061_png_3_4.png,0
Invoice_marked_dsp_mock_dsp_po_062_png_6_4.png,dsp,062,cut imgs/Invoice_marked_dsp_mock_dsp_po_062_png_6_4.png,13
Invoice_marked_dsp_mock_dsp_po_063_png_0_4.png,dsp,063,cut imgs/Invoice_marked_dsp_mock_dsp_po_063_png_0_4.png,2
Invoice_marked_dsp_mock_dsp_po_063_png_5_4.png,dsp,063,cut imgs/Invoice_marked_dsp_mock_dsp_po_063_png_5_4.png,3
Invoice_marked_dsp_mock_dsp_po_064_png_8_4.png,dsp,064,cut imgs/Invoice_marked_dsp_mock_dsp_po_064_png_8_4.png,0
Invoice_marked_dsp_mock_dsp_po_065_png_4_4.png,dsp,065,cut imgs/Invoice_marked_dsp_mock_dsp_po_065_png_4_4.png,8
Invoice_marked_dsp_mock_dsp_po_065_png_7_4.png,dsp,065,cut imgs/Invoice_marked_dsp_mock_dsp_po_065_png_7_4.png,3
Invoice_marked_dsp_mock_dsp_po_066_png_2_4.png,dsp,066,cut imgs/Invoice_marked_dsp_mock_dsp_po_066_png_2_4.png,0
Invoice_marked_dsp_mock_dsp_po_066_png_6_4.png,dsp,066,cut imgs/Invoice_marked_dsp_mock_dsp_po_066_png_6_4.png,0
Invoice_marked_dsp_mock_dsp_po_067_png_0_4.png,dsp,067,cut imgs/Invoice_marked_dsp_mock_dsp_po_067_png_0_4.png,4
Invoice_marked_dsp_mock_dsp_po_068_png_1_4.png,dsp,068,cut imgs/Invoice_marked_dsp_mock_dsp_po_068_png_1_4.png,1
Invoice_marked_dsp_mock_dsp_po_069_png_0_4.png,dsp,069,cut imgs/Invoice_marked_dsp_mock_dsp_po_069_png_0_4.png,0
Invoice_marked_dsp_mock_dsp_po_069_png_1_4.png,dsp,069,cut imgs/Invoice_marked_dsp_mock_dsp_po_069_png_1_4.png,16
Invoice_marked_dsp_mock_dsp_po_070_png_1_4.png,dsp,070,cut imgs/Invoice_marked_dsp_mock_dsp_po_070_png_1_4.png,19
Invoice_marked_dsp_mock_dsp_po_070_png_2_4.png,dsp,070,cut imgs/Invoice_marked_dsp_mock_dsp_po_070_png_2_4.png,17
Invoice_marked_dsp_mock_dsp_po_071_png_1_4.png,dsp,071,cut imgs/Invoice_marked_dsp_mock_dsp_po_071_png_1_4.png,1
Invoice_marked_dsp_mock_dsp_po_071_png_2_4.png,dsp,071,cut imgs/Invoice_marked_dsp_mock_dsp_po_071_png_2_4.png,1
Invoice_marked_dsp_mock_dsp_po_071_png_3_4.png,dsp,071,cut imgs/Invoice_marked_dsp_mock_dsp_po_071_png_3_4.png,5
Invoice_marked_dsp_mock_dsp_po_072_png_1_4.png,dsp,072,cut imgs/Invoice_marked_dsp_mock_dsp_po_072_png_1_4.png,0
Invoice_marked_dsp_mock_dsp_po_072_png_2_4.png,dsp,072,cut imgs/Invoice_marked_dsp_mock_dsp_po_072_png_2_4.png,6
Invoice_marked_dsp_mock_dsp_po_073_png_3_4.png,dsp,073,cut imgs/Invoice_marked_dsp_mock_dsp_po_073_png_3_4.png,10
Invoice_marked_dsp_mock_dsp_po_074_png_1_4.png,dsp,074,cut imgs/Invoice_marked_dsp_mock_dsp_po_074_png_1_4.png,6
Invoice_marked_dsp_mock_dsp_po_074_png_1_5.png,dsp,074,cut imgs/Invoice_marked_dsp_mock_dsp_po_074_png_1_5.png,4.10
Invoice_marked_dsp_mock_dsp_po_075_png_5_4.png,dsp,075,cut imgs/Invoice_marked_dsp_mock_dsp_po_075_png_5_4.png,0
Invoice_marked_dsp_mock_dsp_po_075_png_5_5.png,dsp,075,cut imgs/Invoice_marked_dsp_mock_dsp_po_075_png_5_5.png,4.10
Invoice_marked_dsp_mock_dsp_po_076_png_0_4.png,dsp,076,cut imgs/Invoice_marked_dsp_mock_dsp_po_076_png_0_4.png,0
Invoice_marked_dsp_mock_dsp_po_076_png_4_4.png,dsp,076,cut imgs/Invoice_marked_dsp_mock_dsp_po_076_png_4_4.png,20
Invoice_marked_dsp_mock_dsp_po_076_png_7_4.png,dsp,076,cut imgs/Invoice_marked_dsp_mock_dsp_po_076_png_7_4.png,0
Invoice_marked_dsp_mock_dsp_po_077_png_2_4.png,dsp,077,cut imgs/Invoice_marked_dsp_mock_dsp_po_077_png_2_4.png,0
Invoice_marked_dsp_mock_dsp_po_077_png_6_4.png,dsp,077,cut imgs/Invoice_marked_dsp_mock_dsp_po_077_png_6_4.png,4
Invoice_marked_dsp_mock_dsp_po_077_png_9_4.png,dsp,077,cut imgs/Invoice_marked_dsp_mock_dsp_po_077_png_9_4.png,20
Invoice_marked_dsp_mock_dsp_po_078_png_0_4.png,dsp,078,cut imgs/Invoice_marked_dsp_mock_dsp_po_078_png_0_4.png,13
Invoice_marked_dsp_mock_dsp_po_079_png_0_4.png,dsp,079,cut imgs/Invoice_marked_dsp_mock_dsp_po_079_png_0_4.png,20
Invoice_marked_dsp_mock_dsp_po_079_png_1_4.png,dsp,079,cut imgs/Invoice_marked_dsp_mock_dsp_po_079_png_1_4.png,8
Invoice_marked_dsp_mock_dsp_po_081_png_0_4.png,dsp,081,cut imgs/Invoice_marked_dsp_mock_dsp_po_081_png_0_4.png,0
Invoice_marked_dsp_mock_dsp_po_081_png_1_4.png,dsp,081,cut imgs/Invoice_marked_dsp_mock_dsp_po_081_png_1_4.png,0
Invoice_marked_dsp_mock_dsp_po_081_png_2_4.png,dsp,081,cut imgs/Invoice_marked_dsp_mock_dsp_po_081_png_2_4.png,0
Invoice_marked_dsp_mock_dsp_po_082_png_3_4.png,dsp,082,cut imgs/Invoice_marked_dsp_mock_dsp_po_082_png_3_4.png,0
Invoice_marked_dsp_mock_dsp_po_082_png_4_4.png,dsp,082,cut imgs/Invoice_marked_dsp_mock_dsp_po_082_png_4_4.png,0
Invoice_marked_dsp_mock_dsp_po_083_png_0_4.png,dsp,083,cut imgs/Invoice_marked_dsp_mock_dsp_po_083_png_0_4.png,13
Invoice_marked_dsp_mock_dsp_po_083_png_3_4.png,dsp,083,cut imgs/Invoice_marked_dsp_mock_dsp_po_083_png_3_4.png,20
Invoice_marked_dsp_mock_dsp_po_083_png_4_4.png,dsp,083,cut imgs/Invoice_marked_dsp_mock_dsp_po_083_png_4_4.png,9
Invoice_marked_dsp_mock_dsp_po_084_png_0_4.png,dsp,084,cut imgs/Invoice_marked_dsp_mock_dsp_po_084_png_0_4.png,0
Invoice_marked_dsp_mock_dsp_po_084_png_1_4.png,dsp,084,cut imgs/Invoice_marked_dsp_mock_dsp_po_084_png_1_4.png,13
Invoice_marked_dsp_mock_dsp_po_085_png_1_4.png,dsp,085,cut imgs/Invoice_marked_dsp_mock_dsp_po_085_png_1_4.png,12
Invoice_marked_dsp_mock_dsp_po_086_png_0_4.png,dsp,086,cut imgs/Invoice_marked_dsp_mock_dsp_po_086_png_0_4.png,8
Invoice_marked_dsp_mock_dsp_po_086_png_5_4.png,dsp,086,cut imgs/Invoice_marked_dsp_mock_dsp_po_086_png_5_4.png,4
Invoice_marked_dsp_mock_dsp_po_087_png_4_4.png,dsp,087,cut imgs/Invoice_marked_dsp_mock_dsp_po_087_png_4_4.png,0
Invoice_marked_dsp_mock_dsp_po_087_png_6_4.png,dsp,087,cut imgs/Invoice_marked_dsp_mock_dsp_po_087_png_6_4.png,0
Invoice_marked_dsp_mock_dsp_po_088_png_5_4.png,dsp,088,cut imgs/Invoice_marked_dsp_mock_dsp_po_088_png_5_4.png,20
Invoice_marked_dsp_mock_dsp_po_090_png_0_4.png,dsp,090,cut imgs/Invoice_marked_dsp_mock_dsp_po_090_png_0_4.png,0
Invoice_marked_dsp_mock_dsp_po_091_png_1_4.png,dsp,091,cut imgs/Invoice_marked_dsp_mock_dsp_po_091_png_1_4.png,25
Invoice_marked_dsp_mock_dsp_po_092_png_3_4.png,dsp,092,cut imgs/Invoice_marked_dsp_mock_dsp_po_092_png_3_4.png,3
Invoice_marked_dsp_mock_dsp_po_092_png_3_5.png,dsp,092,cut imgs/Invoice_marked_dsp_mock_dsp_po_092_png_3_5.png,7.67
Invoice_marked_dsp_mock_dsp_po_093_png_0_4.png,dsp,093,cut imgs/Invoice_marked_dsp_mock_dsp_po_093_png_0_4.png,14
Invoice_marked_dsp_mock_dsp_po_093_png_2_4.png,dsp,093,cut imgs/Invoice_marked_dsp_mock_dsp_po_093_png_2_4.png,1
Invoice_marked_dsp_mock_dsp_po_093_png_3_4.png,dsp,093,cut imgs/Invoice_marked_dsp_mock_dsp_po_093_png_3_4.png,7
Invoice_marked_dsp_mock_dsp_po_094_png_0_4.png,dsp,094,cut imgs/Invoice_marked_dsp_mock_dsp_po_094_png_0_4.png,2
Invoice_marked_dsp_mock_dsp_po_095_png_5_4.png,dsp,095,cut imgs/Invoice_marked_dsp_mock_dsp_po_095_png_5_4.png,2
Invoice_marked_dsp_mock_dsp_po_095_png_5_5.png,dsp,095,cut imgs/Invoice_marked_dsp_mock_dsp_po_095_png_5_5.png,6.66
Invoice_marked_dsp_mock_dsp_po_096_png_0_4.png,dsp,096,cut imgs/Invoice_marked_dsp_mock_dsp_po_096_png_0_4.png,0
Invoice_marked_dsp_mock_dsp_po_096_png_4_4.png,dsp,096,cut imgs/Invoice_marked_dsp_mock_dsp_po_096_png_4_4.png,19
Invoice_marked_dsp_mock_dsp_po_096_png_5_4.png,dsp,096,cut imgs/Invoice_marked_dsp_mock_dsp_po_096_png_5_4.png,0
Invoice_marked_dsp_mock_dsp_po_097_png_2_4.png,dsp,097,cut imgs/Invoice_marked_dsp_mock_dsp_po_097_png_2_4.png,2
Invoice_marked_dsp_mock_dsp_po_097_png_4_4.png,dsp,097,cut imgs/Invoice_marked_dsp_mock_dsp_po_097_png_4_4.png,2
Invoice_marked_dsp_mock_dsp_po_097_png_5_4.png,dsp,097,cut imgs/Invoice_marked_dsp_mock_dsp_po_097_png_5_4.png,19
Invoice_marked_dsp_mock_dsp_po_098_png_3_4.png,dsp,098,cut imgs/Invoice_marked_dsp_mock_dsp_po_098_png_3_4.png,27
Invoice_marked_dsp_mock_dsp_po_098_png_3_5.png,dsp,098,cut imgs/Invoice_marked_dsp_mock_dsp_po_098_png_3_5.png,7.67
Invoice_marked_dsp_mock_dsp_po_099_png_5_4.png,dsp,099,cut imgs/Invoice_marked_dsp_mock_dsp_po_099_png_5_4.png,4
Invoice_marked_dsp_mock_dsp_po_099_png_8_4.png,dsp,099,cut imgs/Invoice_marked_dsp_mock_dsp_po_099_png_8_4.png,1
Invoice_marked_dsp_mock_dsp_po_100_png_0_4.png,dsp,100,cut imgs/Invoice_marked_dsp_mock_dsp_po_100_png_0_4.png,23
Invoice_marked_dsp_mock_dsp_po_100_png_0_5.png,dsp,100,cut imgs/Invoice_marked_dsp_mock_dsp_po_100_png_0_5.png,6.66
Invoice_marked_invoice_mock_invoice_po_002_png_1_4.png,inv,002,cut imgs/Invoice_marked_invoice_mock_invoice_po_002_png_1_4.png,0
Invoice_marked_invoice_mock_invoice_po_002_png_1_5.png,inv,002,cut imgs/Invoice_marked_invoice_mock_invoice_po_002_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_004_png_1_3.png,inv,004,cut imgs/Invoice_marked_invoice_mock_invoice_po_004_png_1_3.png,7
Invoice_marked_invoice_mock_invoice_po_004_png_1_4.png,inv,004,cut imgs/Invoice_marked_invoice_mock_invoice_po_004_png_1_4.png,0
Invoice_marked_invoice_mock_invoice_po_004_png_1_5.png,inv,004,cut imgs/Invoice_marked_invoice_mock_invoice_po_004_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_004_png_1_6.png,inv,004,cut imgs/Invoice_marked_invoice_mock_invoice_po_004_png_1_6.png,7
Invoice_marked_invoice_mock_invoice_po_005_png_1_3.png,inv,005,cut imgs/Invoice_marked_invoice_mock_invoice_po_005_png_1_3.png,0
Invoice_marked_invoice_mock_invoice_po_005_png_1_4.png,inv,005,cut imgs/Invoice_marked_invoice_mock_invoice_po_005_png_1_4.png,0
Invoice_marked_invoice_mock_invoice_po_005_png_1_5.png,inv,005,cut imgs/Invoice_marked_invoice_mock_invoice_po_005_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_006_png_4_3.png,inv,006,cut imgs/Invoice_marked_invoice_mock_invoice_po_006_png_4_3.png,20
Invoice_marked_invoice_mock_invoice_po_006_png_4_6.png,inv,006,cut imgs/Invoice_marked_invoice_mock_invoice_po_006_png_4_6.png,20
Invoice_marked_invoice_mock_invoice_po_006_png_4_7.png,inv,006,cut imgs/Invoice_marked_invoice_mock_invoice_po_006_png_4_7.png,0
Invoice_marked_invoice_mock_invoice_po_007_png_3_3.png,inv,007,cut imgs/Invoice_marked_invoice_mock_invoice_po_007_png_3_3.png,14
